Date,Open,High,Low,Close,Adj Close,Volume,MA7,MA21,MACD,20SD,upper_band,lower_band,EMA,logmomentum,absolute of 3 comp,angle of 3 comp,absolute of 6 comp,angle of 6 comp,absolute of 9 comp,angle of 9 comp
2000-01-31,51.748158000000004,51.987984000000004,50.525822,50.773384,38.941696,65866896.0,50.70265242857145,47.8254829047619,-0.46544074100307853,2.651019878451573,53.12752266166505,42.52344314785875,51.15818323071989,3.9074803833257863,,,,,,
2000-02-01,51.183407,52.212337,50.750175,51.686268,39.641861,69204877.0,50.87285114285716,48.432230476190476,-0.4861154411928865,2.3174808408708922,53.06719215793226,43.79726879444869,51.51023974358451,3.9256550257849265,,,,,,
2000-02-02,53.055595,53.6745,52.382538000000004,52.630095999999995,40.365746,64312647.0,51.18230314285716,48.93545876190476,-0.6956201346188493,2.1485282010209152,53.232515163946594,44.63840235986293,52.256810581202764,3.944104758273908,,,,,,
2000-02-03,52.916340000000005,53.148430000000005,52.049873,52.862186,40.543751,43764594.0,51.66195385714287,49.371270666666675,-0.8156493262348832,2.1165987511293056,53.60446816892529,45.13807316440806,52.660394193735684,3.948589931169701,,,,,,
2000-02-04,53.225792000000006,53.744125,52.869923,53.249001,40.840431,45932185.0,52.19686385714287,49.73819261904762,-0.9156750035383396,2.2578726909331515,54.25393800091392,45.22244723718131,53.05279873124569,3.9560207710449133,,,,,,
2000-02-07,52.777088,54.06905,52.305172,53.163902,40.775158000000005,52955762.0,52.388060857142875,49.95223038095238,-0.9220816387914894,2.3228974298863654,54.59802524072511,45.30643552117965,53.12686757708193,3.9543907231026063,,,,,,
2000-02-08,53.457882,53.6745,52.769352000000005,52.978232999999996,40.632754999999996,41561566.0,52.47758142857145,50.202002761904765,-1.0329679402004714,2.0276217733953446,54.25724630869546,46.14675921511407,53.0277778590273,3.9508250347917544,,,,,,
2000-02-09,53.999424,54.873627,53.349575,54.216042,41.582122999999996,73916538.0,52.96938971428573,50.65807652380953,-1.0933483118214298,1.984105416959597,54.62628735772872,46.68986568989033,53.81995395300913,3.9743598922465257,,,,,,
2000-02-10,53.968479,56.289370999999996,53.365047,55.043827,42.217009999999995,69752781.0,53.44904100000002,51.0563121904762,-1.0524849841838417,2.092981739487921,55.24227566945204,46.870348711500355,54.63586931766972,3.9897953284971854,,,,,,
2000-02-11,56.320316000000005,57.867577000000004,55.709148,56.212008999999995,43.112968,52710076.0,53.96074285714288,51.43539133333335,-1.2621292952960346,2.3015875890283857,56.03856651139012,46.832216155276576,55.68662910588991,4.01118048396936,,,,,,
2000-02-14,55.546684,55.840664000000004,54.154148,54.479076,41.783863000000004,33138542.0,54.191727142857175,51.6991625714286,-1.435717932924021,2.2072475228505968,56.113657617129796,47.28466752572741,54.8815937019633,3.979290474597574,,,,,,
2000-02-15,54.463604000000004,54.834945999999995,52.924076,53.279949,40.864162,52507848.0,54.19614828571431,51.96146023809526,-1.4980390636909462,2.0854531126369475,56.13236646336916,47.79055401282137,53.8138305673211,3.9566129132390957,,,,,,
2000-02-16,54.154148,54.742111,53.08654,53.86790799999999,41.315104999999996,50905372.0,54.296720571428594,52.21160080952384,-1.4484021189417149,2.0197539072617565,56.25110862404735,48.17209299500033,53.849882189107035,3.9677965007109486,,,,,,
2000-02-17,53.798279,55.206286999999996,53.767334,54.858154000000006,42.074596,49576753.0,54.56528071428574,52.46910919047622,-1.262388598732592,1.8661523003575284,56.20141379119127,48.736804589761164,54.52206339636901,3.986353812752267,,,,,,
2000-02-18,55.221759999999996,55.384223999999996,53.8447,54.06905,41.469376000000004,32513360.0,54.544281857142884,52.73877466666669,-1.3718631633063794,1.8171586737290748,56.37309201412484,49.10445731920854,54.220054465456336,3.971593895793958,,,,,,
2000-02-21,53.90659,54.463604000000004,52.862186,53.481091000000006,41.018436,19029776.0,54.32103385714288,52.88097533333336,-1.2992496157070832,1.7317953814306102,56.34456609619458,49.41738457047214,53.727412155152116,3.960452933291699,,,,,,
2000-02-22,53.535247999999996,53.689972,51.446442,51.732685,39.677459999999996,46483688.0,53.68113042857145,52.941392142857175,-1.3127438913454554,1.5579223295633806,56.05723680198393,49.82554748373042,52.39759405171737,3.9265703774399756,,,,,,
2000-02-23,53.334103000000006,53.334103000000006,50.641869,51.028683,39.137508000000004,31227592.0,53.18821714285716,53.01396604761908,-1.3530719283216897,1.4015504540919863,55.81706695580305,50.21086513943511,51.48498668390579,3.912596500948149,,,,,,
2000-02-24,51.508331,52.715199,50.951321,52.104031,39.962272999999996,36605791.0,53.020228857142875,53.13774700000003,-1.0308336912520062,1.3886096534142114,55.914966306828454,50.36052769317161,51.89768289463526,3.9338633786385544,,,,,,
2000-02-25,52.823505000000004,53.055595,50.456196000000006,50.84301,38.995098,25284007.0,52.58810057142859,53.0909606666667,-1.0600873603592404,1.4755630673132734,56.04208680129325,50.139834532040155,51.194567631545084,3.908878265914025,,,,,,
2000-02-28,50.262787,52.181393,47.965103000000006,51.539276,39.529114,32483223.0,52.11397514285716,53.05227909523813,-0.6456944353412553,1.4201380072561325,55.89255510975039,50.212003080725864,51.42437321051503,3.9227507765705387,,,,,,
2000-02-29,52.281963,53.047858999999995,47.415828999999995,48.096621999999996,36.888706,64437118.0,51.26077114285716,52.924814238095266,-0.8752661393719663,1.7945144910432993,56.51384322018186,49.33578525600867,49.205872403505005,3.852201278705165,,,,,,
2000-03-01,48.738735,51.036419,46.263119,49.017241999999996,37.594788,69580276.0,50.623078428571446,52.79771776190479,-0.47703135246488415,2.0021364620479156,56.80199068600062,48.79344483780896,49.08011880116833,3.8715601547413563,,,,,,
2000-03-02,49.334431,49.821819,45.102672999999996,45.141354,34.622097,81022150.0,49.68145971428573,52.44111100000003,-0.5452661763599309,2.6350578077067364,57.7112266154135,47.170995384586554,46.454275600389444,3.7873970754827218,,,,,,
2000-03-03,44.267151,44.267151,41.536232,41.536232,31.857077,29967630.0,48.3253952857143,51.90177985714288,-0.1365092852193044,3.575045968042147,59.05187179322717,44.75168792105858,43.17557986679648,3.7021961914649077,,,,,,
2000-03-06,41.536232,43.919018,38.217358000000004,39.292706,30.136353000000003,67414030.0,46.49520600000001,51.2371943809524,0.40300585153109125,4.523300205623944,60.28379479220029,42.190593969704516,40.58699728893216,3.6452594341856353,,,,,,
2000-03-07,39.764618,40.07407,37.134274,37.490142999999996,28.753838000000002,61789492.0,44.58765357142858,50.49082490476193,0.9307119842163445,5.4275937663510865,61.346012437464104,39.635637372059755,38.52242776297738,3.5970421693225627,,,,,,
2000-03-08,38.201885,38.7589,35.587013,36.043453,27.644276,46898188.0,42.37396457142859,49.68440680952383,1.4379693467632109,6.213455713880923,62.11131823728567,37.257495381761984,36.869777920992455,3.556588805733546,,,,,,
2000-03-09,36.499897,37.505615,34.681866,35.788158,27.448471,35842630.0,40.61561257142859,48.80688852380955,2.036709998114162,6.769323010150877,62.3455345441113,35.26824250350779,36.148697973664156,3.5492770415132266,,,,,,
2000-03-10,36.205917,36.329696999999996,33.204231,33.552364000000004,25.733688,42637713.0,38.406344285714304,47.783485523809546,2.3503247536009724,7.28628848818462,62.35606250017879,33.210908547440305,34.41780865788805,3.482849992745496,,,,,,
2000-03-13,34.024281,35.509651,30.991646000000003,31.440351,24.113829,69577129.0,36.44905814285717,46.60388276190478,2.71487258767786,7.897433717196679,62.39875019629814,30.809015327511418,32.43283688596268,3.4157690638074256,,,,,,
2000-03-14,31.796222999999998,33.962387,30.504259,33.91597,26.012556,65317454.0,35.36044928571431,45.62468723809526,3.469490977699145,8.167442765050346,61.959572768195954,29.28980170799457,33.42159229532089,3.493957950332187,,,,,,
2000-03-15,34.658657,36.631413,33.420849,36.631413,28.095221999999996,36911809.0,34.9802645714286,44.831899809523826,3.809437098407372,8.118574453478026,61.06904871647988,28.594750902567775,35.56147276510696,3.57322763642332,,,,,,
2000-03-16,37.056911,38.341136999999996,35.602486,36.337437,27.869751,68277374.0,34.81559228571432,43.9971154761905,3.6636783805681574,7.914203468736788,59.825522413664075,28.168708538716928,36.078782255035655,3.5649429402094883,,,,,,
2000-03-17,36.337437,36.337437,36.337437,36.337437,27.869751,0.0,34.85759000000003,43.11517657142859,3.610142696993151,7.651300699489412,58.417777970407414,27.81257517244977,36.25121875167855,3.5649429402094883,,,,,,
2000-03-20,36.337437,36.337437,36.337437,36.337437,27.869751,0.0,34.936058428571464,42.270814047619076,3.5269922048515525,7.317308363406055,56.90543077443119,27.636197320806964,36.30869758389285,3.5649429402094883,,,,,,
2000-03-21,36.948605,37.567509,35.215672,36.809349,28.231696999999997,44194444.0,35.401342000000035,41.4769215714286,3.362966340647475,6.9953099315685785,55.46754143456575,27.486301708291442,36.64246519463095,3.5782090045655655,,,,,,
2000-03-22,37.907906,38.449448,37.319946,37.660343,28.884377,31873171.0,36.28991228571432,40.80681004761908,3.1106860136768617,6.611143329632056,54.029096706883195,27.584523388354967,37.32105039821031,3.6016955986143797,,,,,,
2000-03-23,37.946587,38.031684999999996,36.90992,37.281265000000005,28.593645000000002,27701407.0,36.77066871428575,40.152171095238124,2.8403943456706386,6.022335664794593,52.19684242482731,28.10749976564894,37.294526799403435,3.591301492334772,,,,,,
2000-03-24,37.010494,37.590717,36.770668,37.227112,28.552104999999997,17048508.0,36.8557685714286,39.44374638095241,2.7286084858823116,5.418393528179214,50.28053343731084,28.606959324593983,37.24958359980115,3.589807788784667,,,,,,
2000-03-27,37.598454,40.205589,37.598454,40.205589,30.836508000000002,26767719.0,37.40836171428574,38.93720252380955,2.744582023209361,4.54658435050821,48.03037122482597,29.844033822793133,39.22025386660039,3.6688193131639615,,,,,,
2000-03-28,40.708447,43.423893,40.708447,43.423893,33.304852000000004,45414179.0,38.4207125714286,38.55075571428575,2.5174956939251416,4.116796499343644,46.784348712973035,30.317162715598464,42.02267995553346,3.747711717674379,,,,,,
2000-03-29,44.066006,44.855109999999996,41.621334000000004,41.977203,32.19529,66425961.0,39.226393428571456,38.25935480952384,1.7172962663418545,3.363949951171828,44.9872547118675,31.531454907180187,41.99236198517782,3.713015887675178,,,,,,
2000-03-30,41.621334000000004,45.334759000000005,39.965763,45.334759000000005,34.770439,110959424.0,40.44430914285717,38.08399847619051,1.673621724103917,3.3866040314372157,44.85720653906494,31.310790413316077,44.22062666172595,3.791768996931327,,,,,,
2000-03-31,45.953666999999996,48.963089000000004,43.338795000000005,48.963089000000004,37.553261,127348768.0,42.05898714285718,38.26598585714289,1.2667450077729754,4.147496591502321,46.56097904014753,29.970992674138245,47.38226822057532,3.8704317359250844,,,,,,
2000-04-03,50.696022,51.632114,49.218388,50.84301,38.995098,138005247.0,43.99637928571432,38.70916576190479,0.3783987681361509,5.031830111652214,48.772825985209224,28.645505538600364,49.68942940685844,3.908878265914025,,,,,,
2000-04-04,50.440723,50.440723,46.781448,46.781448,35.880001,87447974.0,45.361284428571466,39.06577252380956,-0.5835161718919011,5.3359183238567525,49.73760917152306,28.39393587609605,47.75077513561948,3.8238789435567644,,,,,,
2000-04-05,46.943913,48.274555,43.052547,46.765976,35.868137,162780343.0,46.29848257142861,39.50747885714289,-0.835366857544372,5.542605713134446,50.592690283411784,28.422267430874,47.09424237853983,3.8235409329504297,,,,,,
2000-04-06,46.882023,50.510349,46.812393,50.463932,39.541954,104953613.0,47.30420242857146,40.194168333333366,-0.7403730037766678,5.956186338949459,52.10654101123228,28.281795655434447,49.34070212617994,3.9012437575181402,,,,,,
2000-04-07,51.028683,54.502285,51.028683,54.502285,42.706276,75527920.0,49.09349985714289,41.08531723809527,-0.954098097384211,6.502955116875997,54.09122747184726,28.079407004343278,52.78175737539331,3.9797243632702766,,,,,,
2000-04-10,57.2332,58.795937,55.62405,56.405415000000005,44.19751,142902280.0,50.67502214285717,42.173557761904796,-1.8840181769288122,6.864060922063873,55.901679606032545,28.44543591777705,55.197529125131105,4.014677332658946,,,,,,
2000-04-11,55.39196,55.546684,53.61261,54.734370999999996,42.888134,63076282.0,51.49949100000003,43.282796809523845,-2.4415119073422247,7.036605329884675,57.356007469293196,29.209586149754493,54.88875704171036,3.984052852632347,,,,,,
2000-04-12,55.23723199999999,55.701412,51.740421000000005,52.2897,40.972572,111576934.0,51.70616100000002,44.15773633333337,-3.0158783528458315,7.073746611939857,58.30522955721308,30.010243109453654,53.15605234723679,3.9374899522906808,,,,,,
